,elevation,relh,drct,sknt,alti,vsby,temp_c,dewpoint_c,feel_c,is_hot_day
4535,74,16.37,270.0,5.0,29.8,6.21,34.0,5.0,31.68333333,0
4536,74,20.38,340.0,9.0,29.83,6.21,35.0,9.0,33.08888889,0
4537,74,21.79,330.0,8.0,29.8,6.21,35.0,10.0,33.27222222,0
4538,74,31.72,360.0,8.0,29.8,6.21,33.0,14.0,32.25555556,0
4539,74,24.89,300.0,9.0,29.74,6.21,35.0,12.0,33.72777778,0
4540,74,22.04,320.0,8.0,29.8,6.21,36.0,11.0,34.51111111,0
4541,74,13.54,230.0,5.0,29.77,6.21,40.0,7.0,37.67777778,1
4542,74,17.28,350.0,8.0,29.83,6.21,38.0,9.0,36.11111111,1
4543,74,8.74,280.0,5.0,29.74,6.21,43.0,3.0,39.40555556,1
4544,74,27.83,300.0,9.0,29.77,6.21,33.0,12.0,31.71111111,0
4545,74,35.53,290.0,8.0,29.8,6.21,31.0,14.0,30.32222222,0
4546,74,27.83,300.0,8.0,29.83,6.21,33.0,12.0,31.71111111,0
4547,74,33.84,360.0,7.0,29.85,6.21,33.0,15.0,32.6,0
4548,74,31.72,10.0,12.0,29.83,6.21,33.0,14.0,32.25555556,0
4549,74,34.11,350.0,11.0,29.8,6.21,34.0,16.0,34.06666667,0
4550,74,31.72,340.0,8.0,29.77,6.21,33.0,14.0,32.25555556,0
4551,74,26.05,330.0,7.0,29.83,6.21,33.0,11.0,31.49444444,0
4552,74,31.72,340.0,9.0,29.85,6.21,33.0,14.0,32.25555556,0
4553,74,31.45,300.0,11.0,29.8,6.21,32.0,13.0,30.98888889,0
4554,74,29.99,300.0,12.0,29.71,6.21,34.0,14.0,33.28333333,0
4555,74,22.04,10.0,10.0,29.77,6.21,36.0,11.0,34.51111111,0
4556,74,25.41,300.0,8.0,29.74,6.21,37.0,14.0,36.53333333,1
4557,74,36.08,360.0,8.0,29.8,6.21,33.0,16.0,33.0,0
4558,74,26.58,350.0,11.0,29.8,6.21,35.0,13.0,34.01111111,0
4559,74,28.1,270.0,13.0,29.8,6.21,34.0,13.0,32.97222222,0
4560,74,33.84,330.0,6.0,29.71,6.21,33.0,15.0,32.6,0
4561,74,27.205,320.0,4.5,29.74,6.21,34.0,12.5,32.83611111,0
4562,74,33.84,270.0,8.0,29.74,6.21,33.0,15.0,32.6,0
4563,74,23.04,350.0,7.0,29.74,6.21,34.0,10.0,32.27777778,0
4564,74,26.58,330.0,5.0,29.74,6.21,35.0,13.0,34.01111111,0
4565,74,23.55,300.0,8.0,29.68,6.21,36.0,12.0,34.77222222,0
4566,74,23.55,260.0,11.0,29.71,6.21,36.0,12.0,34.77222222,0
4567,74,16.83,310.0,5.0,29.74,6.21,36.0,7.0,33.77222222,0
4568,74,15.49,290.0,9.0,29.74,6.21,35.0,5.0,32.61111111,0
4569,74,18.8,220.0,3.0,29.77,6.21,34.0,7.0,31.85555556,0
4570,74,40.96,300.0,9.0,29.74,6.21,33.0,18.0,33.99444444,0
4571,74,30.26,350.0,9.0,29.71,6.21,35.0,15.0,34.72777778,0
4572,74,40.96,310.0,4.0,29.68,6.21,33.0,18.0,33.99444444,0
4573,74,38.18,10.0,7.0,29.77,6.21,32.0,16.0,31.96666667,0
4574,74,40.96,10.0,10.0,29.83,6.21,33.0,18.0,33.99444444,0
4575,74,36.08,310.0,9.0,29.8,6.21,33.0,16.0,33.0,0
4576,74,36.08,310.0,11.0,29.74,6.21,33.0,16.0,33.0,0
4577,74,27.83,300.0,8.0,29.74,6.21,33.0,12.0,31.71111111,0
4578,74,33.56,320.0,6.0,29.77,6.21,32.0,14.0,31.26666667,0
4579,74,28.37,340.0,9.0,29.74,6.21,35.0,14.0,34.34444444,0
4580,74,32.54,300.0,10.0,29.68,6.21,36.0,17.0,36.82222222,0
4581,74,22.04,320.0,8.0,29.71,6.21,36.0,11.0,34.51111111,0
4582,74,28.37,360.0,9.0,29.77,6.21,35.0,14.0,34.34444444,0
4583,74,36.35,360.0,8.0,29.74,6.21,34.0,17.0,34.55555556,0
4584,74,23.04,340.0,9.0,29.77,6.21,34.0,10.0,32.27777778,0
4585,74,30.26,350.0,10.0,29.74,6.21,35.0,15.0,34.72777778,0
4586,74,28.63,340.0,9.0,29.68,6.21,36.0,15.0,35.83333333,0
4587,74,25.15,310.0,7.0,29.65,6.21,36.0,13.0,35.07777778,0
4588,74,14.66,320.0,9.0,29.68,6.21,36.0,5.0,33.55,0
4589,74,19.04,350.0,8.0,29.68,6.21,35.0,8.0,32.93888889,0
4590,74,20.87,40.0,8.0,29.71,6.21,37.0,11.0,35.55555556,1
4591,74,22.04,340.0,10.0,29.74,6.21,36.0,11.0,34.51111111,0
4592,74,21.79,310.0,9.0,29.77,6.21,35.0,10.0,33.27222222,0
4593,74,41.23,290.0,9.0,29.65,6.21,34.0,19.0,35.75,0
4594,74,28.63,320.0,9.0,29.65,6.21,36.0,15.0,35.83333333,0
4595,74,39.0,270.0,9.0,29.68,6.21,35.0,19.0,36.92222222,0
4596,74,26.58,330.0,8.0,29.71,6.21,35.0,13.0,34.01111111,0
4597,74,36.35,320.0,8.0,29.74,6.21,34.0,17.0,34.55555556,0
4598,74,30.26,320.0,8.0,29.71,6.21,35.0,15.0,34.72777778,0
4599,74,38.73,360.0,8.0,29.68,6.21,34.0,18.0,35.11111111,0
4600,74,38.45,320.0,5.0,29.68,6.21,33.0,17.0,33.46111111,0
4601,74,23.3,300.0,4.0,29.74,6.21,35.0,11.0,33.47777778,0
4602,74,24.89,280.0,8.0,29.77,6.21,35.0,12.0,33.72777778,0
4603,74,36.35,350.0,8.0,29.74,6.21,34.0,17.0,34.55555556,0
4604,74,24.63,310.0,8.0,29.74,6.21,34.0,11.0,32.47222222,0
4605,74,33.84,10.0,6.0,29.77,6.21,33.0,15.0,32.6,0
4606,74,31.99,320.0,8.0,29.77,6.21,34.0,15.0,33.65,0
4607,74,28.1,340.0,10.0,29.74,6.21,34.0,13.0,32.97222222,0
4608,74,40.96,360.0,8.0,29.77,6.21,33.0,18.0,33.99444444,0
4609,74,33.84,360.0,13.0,29.8,6.21,33.0,15.0,32.6,0
4610,74,38.18,330.0,10.0,29.74,6.21,32.0,16.0,31.96666667,0
4611,74,34.39,320.0,7.0,29.68,6.21,35.0,17.0,35.67777778,0
4612,74,32.54,290.0,10.0,29.68,6.21,36.0,17.0,36.82222222,0
4613,74,32.54,310.0,10.0,29.71,6.21,36.0,17.0,36.82222222,0
4614,74,28.63,320.0,7.0,29.68,6.21,36.0,15.0,35.83333333,0
4615,74,32.54,300.0,5.0,29.77,6.21,36.0,17.0,36.82222222,0
4616,74,21.11,50.0,2.0,29.8,6.21,38.0,12.0,36.91111111,1
4617,74,15.52,320.0,3.0,29.71,6.21,40.0,9.0,38.13888889,1
4618,74,38.73,340.0,10.0,29.74,6.21,34.0,18.0,35.11111111,0
4619,74,40.96,0.0,0.0,29.8,6.21,33.0,18.0,33.99444444,0
4620,74,36.35,10.0,12.0,29.77,6.21,34.0,17.0,34.55555556,0
4621,74,40.96,20.0,14.0,29.8,6.21,33.0,18.0,33.99444444,0
4622,74,46.41,20.0,11.0,29.85,6.21,33.0,20.0,35.30555556,0
4623,74,43.88,20.0,10.0,29.85,6.21,34.0,20.0,36.48333333,0
4624,74,40.96,330.0,10.0,29.8,6.21,33.0,18.0,33.99444444,0
4625,74,36.08,360.0,9.0,29.77,6.21,33.0,16.0,33.0,0
4626,74,40.96,10.0,8.0,29.83,6.21,33.0,18.0,33.99444444,0
4627,74,38.45,250.0,10.0,29.85,6.21,33.0,17.0,33.46111111,0
4628,74,38.73,360.0,10.0,29.85,6.21,34.0,18.0,35.11111111,0
4629,74,34.11,300.0,8.0,29.83,3.73,34.0,16.0,34.06666667,0
4630,74,36.08,300.0,10.0,29.8,6.21,33.0,16.0,33.0,0
4631,74,38.45,320.0,8.0,29.8,6.21,33.0,17.0,33.46111111,0
4632,74,40.96,10.0,10.0,29.83,6.21,33.0,18.0,33.99444444,0
4633,74,34.11,10.0,12.0,29.85,6.21,34.0,16.0,34.06666667,0
4634,74,29.72,20.0,9.0,29.85,6.21,33.0,13.0,31.96111111,0
4635,74,24.89,320.0,6.0,29.8,6.21,35.0,12.0,33.72777778,0
4636,74,34.11,300.0,5.0,29.74,6.21,34.0,16.0,34.06666667,0
4637,74,38.45,270.0,7.0,29.74,6.21,33.0,17.0,33.46111111,0
4638,74,29.45,310.0,9.0,29.88,6.21,32.0,12.0,30.75555556,0
4639,74,33.01,10.0,10.0,29.91,6.21,30.0,12.0,28.98888889,0
4640,74,29.18,30.0,4.0,29.83,6.21,31.0,11.0,29.66111111,0
4641,74,40.69,340.0,3.0,29.77,6.21,32.0,17.0,32.4,0
4642,74,31.45,340.0,7.0,29.83,6.21,32.0,13.0,30.98888889,0
4643,74,35.81,290.0,8.0,29.85,6.21,32.0,15.0,31.58888889,0
4644,74,33.56,320.0,4.0,29.8,6.21,32.0,14.0,31.26666667,0
4645,74,29.45,300.0,10.0,29.83,6.21,32.0,12.0,30.75555556,0
4646,74,26.31,260.0,3.0,29.8,6.21,34.0,12.0,32.7,0
4647,74,36.35,40.0,9.0,29.83,6.21,34.0,17.0,34.55555556,0
4648,74,32.27,30.0,9.0,29.91,6.21,35.0,16.0,35.16666667,0
4649,74,32.27,20.0,10.0,29.91,6.21,35.0,16.0,35.16666667,0
4650,74,30.53,20.0,10.0,29.88,6.21,36.0,16.0,36.29444444,0
4651,74,26.84,20.0,5.0,29.88,6.21,36.0,14.0,35.42777778,0
4652,74,22.04,30.0,10.0,29.85,6.21,36.0,11.0,34.51111111,0
4653,74,18.25,70.0,12.0,29.85,6.21,37.0,9.0,35.09444444,1
4654,74,25.41,50.0,14.0,29.94,6.21,37.0,14.0,36.53333333,1
4655,74,27.1,10.0,10.0,30.0,6.21,37.0,15.0,36.95555556,1
4656,74,26.84,350.0,7.0,29.8,6.21,36.0,14.0,35.42777778,0
4657,74,35.81,300.0,8.0,29.74,6.21,32.0,15.0,31.58888889,0
4658,74,37.9,300.0,7.0,29.83,6.21,31.0,15.0,30.62222222,0
4659,74,35.81,360.0,12.0,29.94,6.21,32.0,15.0,31.58888889,0
4660,74,42.52,10.0,7.0,29.97,6.21,29.0,15.0,28.84444444,0
4661,74,34.69,310.0,6.0,29.91,6.21,28.0,11.0,27.33333333,0
4662,74,37.07,300.0,6.0,29.91,6.21,28.0,12.0,27.47777778,0
4663,74,34.69,330.0,6.0,29.97,6.21,28.0,11.0,27.33333333,0
4664,74,63.57,20.0,7.0,30.06,4.97,23.5,16.0,23.5,0
4665,74,42.52,360.0,8.0,30.0,6.21,29.0,15.0,28.84444444,0
4666,74,42.25,330.0,8.0,30.0,6.21,28.0,14.0,27.82222222,0
4667,74,37.07,330.0,9.0,29.97,6.21,28.0,12.0,27.47777778,0
4668,74,39.58,340.0,7.0,29.88,6.21,28.0,13.0,27.63888889,0
4669,74,24.11,230.0,6.0,29.8,6.21,32.0,9.0,30.24444444,0
4670,74,30.9,260.0,13.0,29.85,6.21,30.0,11.0,28.81666667,0
4671,74,42.25,300.0,7.0,29.97,6.21,28.0,14.0,27.82222222,0
4672,74,39.3,250.0,9.0,30.0,6.21,27.0,12.0,26.82777778,0
4673,74,39.58,340.0,5.0,29.94,6.21,28.0,13.0,27.63888889,0
4674,74,37.07,10.0,8.0,29.91,6.21,28.0,12.0,27.47777778,0
4675,74,37.07,310.0,8.0,29.94,6.21,28.0,12.0,27.47777778,0
4676,74,41.97,330.0,5.0,30.03,6.21,27.0,13.0,26.96111111,0
4677,74,32.46,290.0,10.0,30.06,6.21,28.0,10.0,27.21666667,0
4678,74,39.02,320.0,8.0,30.06,6.21,26.0,11.0,26.0,0
4679,74,57.6,360.0,9.0,29.88,3.73,26.0,17.0,26.0,0
4680,74,50.95,300.0,8.0,29.97,6.21,27.0,16.0,27.47777778,0
4681,74,51.21,20.0,4.0,30.03,6.21,28.0,17.0,28.56111111,0
4682,74,42.25,30.0,10.0,30.0,6.21,28.0,14.0,27.82222222,0
4683,74,44.8,330.0,7.0,29.91,6.21,27.0,14.0,27.11666667,0
4684,74,47.52,280.0,6.0,29.94,6.21,26.0,14.0,26.0,0
4685,74,34.41,330.0,4.0,29.97,6.21,27.0,10.0,26.6,0
4686,74,34.13,360.0,4.0,30.03,6.21,26.0,9.0,26.0,0
4687,74,41.42,330.0,7.0,30.03,6.21,25.0,11.0,25.0,0
4688,74,41.69,10.0,8.0,30.03,6.21,26.0,12.0,26.0,0
4689,74,50.43,50.0,7.0,30.03,6.21,25.0,14.0,25.0,0
4690,74,41.42,40.0,3.0,30.0,6.21,25.0,11.0,25.0,0
4691,74,38.74,70.0,3.0,30.0,6.21,25.0,10.0,25.0,0
4692,74,21.51,230.0,10.0,29.91,6.21,28.0,4.0,26.78333333,0
4693,74,38.74,310.0,8.0,29.94,6.21,25.0,10.0,25.0,0
4694,74,41.14,310.0,5.0,30.0,6.21,24.0,10.0,24.0,0
4695,74,38.46,20.0,5.0,30.0,6.21,24.0,9.0,24.0,0
4696,74,41.42,20.0,11.0,30.09,6.21,25.0,11.0,25.0,0
4697,74,41.69,10.0,8.0,30.06,6.21,26.0,12.0,26.0,0
4698,74,41.97,320.0,11.0,30.06,6.21,27.0,13.0,26.96111111,0
4699,74,44.25,320.0,6.0,30.03,6.21,25.0,12.0,25.0,0
4700,74,40.85,310.0,8.0,30.03,6.21,23.0,9.0,23.0,0
4701,74,35.66,270.0,8.0,29.97,6.21,23.0,7.0,23.0,0
4702,74,43.69,310.0,6.0,30.03,6.21,23.0,10.0,23.0,0
4703,74,31.62,350.0,6.0,30.03,6.21,25.0,7.0,25.0,0
4704,74,34.13,50.0,9.0,30.12,6.21,26.0,9.0,26.0,0
4705,74,24.46,40.0,8.0,30.03,6.21,27.0,5.0,26.22222222,0
4706,74,34.13,290.0,6.0,29.97,6.21,26.0,9.0,26.0,0
4707,74,47.25,360.0,9.0,30.0,3.73,25.0,13.0,25.0,0
4708,74,50.17,10.0,7.0,29.91,6.21,24.0,13.0,24.0,0
4709,74,25.4,240.0,13.0,29.85,6.21,24.0,3.0,24.0,0
4710,74,43.97,250.0,11.0,29.94,6.21,24.0,11.0,24.0,0
4711,74,40.57,300.0,4.0,30.03,6.21,22.0,8.0,22.0,0
4712,74,49.1,60.0,5.0,29.94,6.21,20.0,9.0,20.0,0
4713,74,49.9,220.0,12.0,29.8,3.73,23.0,12.0,23.0,0
4714,74,35.66,300.0,3.0,29.88,3.73,23.0,7.0,23.0,0
4715,74,31.62,90.0,2.0,29.94,6.21,25.0,7.0,25.0,0
4716,74,29.51,0.0,0.0,30.0,3.73,25.0,6.0,25.0,0
4717,74,41.14,30.0,7.0,30.03,6.21,24.0,10.0,24.0,0
4718,74,49.9,30.0,12.0,30.0,6.21,23.0,12.0,23.0,0
4719,74,43.69,10.0,9.0,30.06,6.21,23.0,10.0,23.0,0
4720,74,44.925,335.0,8.5,30.105,6.21,22.0,9.5,22.0,0
4721,74,43.42,340.0,7.0,30.06,6.21,22.0,9.0,22.0,0
4722,74,46.16,330.0,3.0,30.03,6.21,21.0,9.0,21.0,0
4723,74,33.57,260.0,3.0,30.09,6.21,24.0,7.0,24.0,0
4724,74,26.6,215.0,4.0,30.075,6.21,25.0,4.5,25.0,0
4725,74,38.18,310.0,5.0,30.06,2.49,23.0,8.0,23.0,0
4726,74,32.455,245.0,6.5,29.94,2.49,24.0,6.5,24.0,0
4727,74,27.53,210.0,10.0,29.85,6.21,25.0,5.0,25.0,0
4728,74,56.63,250.0,4.0,29.97,3.73,22.0,13.0,22.0,0
4729,74,38.46,220.0,7.0,29.97,6.21,24.0,9.0,24.0,0
4730,74,38.46,10.0,6.0,30.06,3.73,24.0,9.0,24.0,0
4731,74,53.55,50.0,10.0,30.09,6.21,24.0,14.0,24.0,0
4732,74,57.12,40.0,10.0,30.09,6.21,24.0,15.0,24.0,0
4733,74,38.74,60.0,11.0,30.06,6.21,25.0,10.0,25.0,0
4734,74,49.9,30.0,9.0,30.03,6.21,23.0,12.0,23.0,0
4735,74,49.64,340.0,9.0,29.97,6.21,22.0,11.0,22.0,0
4736,74,45.88,320.0,8.0,29.97,6.21,20.0,8.0,20.0,0
4737,74,56.13,70.0,3.0,29.88,3.73,20.0,11.0,20.0,0
4738,74,56.13,280.0,7.0,29.91,6.21,20.0,11.0,20.0,0
4739,74,42.85,220.0,10.0,30.0,6.21,20.0,7.0,20.0,0
4740,74,43.13,240.0,12.0,30.03,6.21,21.0,8.0,21.0,0
4741,74,52.51,310.0,11.0,30.12,6.21,20.0,10.0,20.0,0
4742,74,42.85,320.0,6.0,30.27,6.21,20.0,7.0,20.0,0
4743,74,42.57,360.0,3.0,30.3,6.21,19.0,6.0,19.0,0
4744,74,40.0,30.0,6.0,30.21,6.21,20.0,6.0,20.0,0
4745,74,49.1,350.0,8.0,30.18,6.21,20.0,9.0,20.0,0
4746,74,43.13,20.0,11.0,30.18,6.21,21.0,8.0,21.0,0
4747,74,56.13,30.0,10.0,30.12,6.21,20.0,11.0,20.0,0
4748,74,46.16,40.0,9.0,30.09,6.21,21.0,9.0,21.0,0
4749,74,59.74,350.0,5.0,30.12,3.73,19.0,11.0,19.0,0
4750,74,68.15,320.0,6.0,30.12,3.73,19.0,13.0,19.0,0
4751,74,52.25,240.0,6.0,30.18,3.73,19.0,9.0,19.0,0
4752,74,42.85,270.0,6.0,30.18,6.21,20.0,7.0,20.0,0
4753,74,45.88,0.0,0.0,30.15,6.21,20.0,8.0,20.0,0
4754,74,42.85,260.0,5.0,30.0,6.21,20.0,7.0,20.0,0
4755,74,57.565,135.0,1.5,30.075,2.485,18.0,9.5,18.0,0
4756,74,52.25,250.0,4.0,30.21,1.86,19.0,9.0,19.0,0
4757,74,37.32,210.0,6.0,30.12,6.21,20.0,5.0,20.0,0
4758,74,39.72,250.0,11.0,30.03,6.21,19.0,5.0,19.0,0
4759,74,39.72,220.0,8.0,30.03,6.21,19.0,5.0,19.0,0
4760,74,42.57,240.0,9.0,30.0,6.21,19.0,6.0,19.0,0
4761,74,42.57,230.0,8.0,30.06,6.21,19.0,6.0,19.0,0
4762,74,42.28,220.0,10.0,30.0,6.21,18.0,5.0,18.0,0
4763,74,39.72,220.0,3.0,30.15,3.73,19.0,5.0,19.0,0
4764,74,32.72,70.0,8.0,30.15,6.21,21.0,4.0,21.0,0
4765,74,23.995,60.0,9.0,30.06,6.21,22.0,0.5,22.0,0
4766,74,32.72,300.0,5.0,29.97,2.49,21.0,4.0,21.0,0
4767,74,40.0,20.0,7.0,30.03,6.21,20.0,6.0,20.0,0
4768,74,40.29,10.0,8.0,30.03,6.21,21.0,7.0,21.0,0
4769,74,56.38,20.0,9.0,30.06,2.49,21.0,12.0,21.0,0
4770,74,49.64,10.0,12.0,30.06,6.21,22.0,11.0,22.0,0
4771,74,40.29,20.0,13.0,30.06,6.21,21.0,7.0,21.0,0
4772,74,23.13,80.0,12.0,29.97,6.21,22.0,0.0,22.0,0
4773,74,26.98,190.0,17.0,29.85,6.21,26.0,-3.0,16.0,0
4774,74,15.25,190.0,10.0,29.83,6.21,24.0,-4.0,24.0,0
4775,74,26.71,30.0,10.0,29.88,6.21,22.0,2.0,22.0,0
4776,74,40.0,330.0,5.0,29.88,6.21,20.0,6.0,20.0,0
4777,74,39.43,260.0,13.0,29.895,6.21,18.0,4.0,18.0,0
4778,74,36.74,240.0,22.0,29.91,1.24,18.0,3.0,18.0,0
4779,74,48.0,250.0,6.0,30.21,6.21,16.0,5.0,16.0,0
4780,74,42.28,260.0,6.0,30.15,6.21,18.0,5.0,18.0,0
4781,74,34.51,290.0,8.0,30.03,6.21,19.0,3.0,19.0,0
4782,74,28.11,250.0,17.0,29.85,6.21,20.0,1.0,20.0,0
4783,74,41.42,240.0,19.0,29.91,6.21,15.0,2.0,15.0,0
4784,74,47.72,260.0,10.0,30.09,6.21,15.0,4.0,15.0,0
4785,74,58.52,250.0,3.0,30.27,6.21,14.0,6.0,14.0,0
4786,74,33.64,230.0,3.0,30.21,6.21,16.0,0.0,16.0,0
4787,74,39.43,70.0,5.0,30.06,6.21,18.0,4.0,18.0,0
4788,74,45.04,20.0,12.0,30.03,6.21,17.0,5.0,17.0,0
4789,74,38.85,330.0,6.0,30.18,6.21,16.0,2.0,16.0,0
4790,74,42.0,20.0,7.0,30.18,3.73,17.0,4.0,17.0,0
4791,74,41.71,350.0,6.0,30.06,6.21,16.0,3.0,16.0,0
4792,74,42.0,290.0,5.0,30.12,6.21,17.0,4.0,17.0,0
4793,74,39.14,270.0,10.0,30.24,6.21,17.0,3.0,17.0,0
4794,74,37.03,30.0,12.0,30.3,6.21,19.0,4.0,19.0,0
4795,74,39.72,10.0,14.0,30.27,6.21,19.0,5.0,19.0,0
4796,74,52.25,20.0,12.0,30.21,6.21,19.0,9.0,19.0,0
4797,74,48.55,10.0,8.0,30.12,6.21,18.0,7.0,18.0,0
4798,74,40.0,10.0,9.0,30.09,6.21,20.0,6.0,20.0,0
4799,74,45.6,340.0,6.0,30.0,6.21,19.0,7.0,19.0,0
4800,74,42.57,305.0,6.5,30.0,6.21,19.0,6.0,19.0,0
4801,74,37.32,280.0,3.0,30.0,6.21,20.0,5.0,20.0,0
4802,74,37.61,330.0,3.0,30.03,6.21,21.0,6.0,21.0,0
4803,74,28.96,70.0,7.0,30.09,6.21,23.0,4.0,23.0,0
4804,74,18.18,100.0,5.0,30.09,6.21,26.0,0.0,26.0,0
4805,74,34.41,295.0,4.0,29.97,2.49,27.0,10.0,26.6,0
4806,74,10.91,270.0,3.0,29.91,6.21,31.0,-3.0,28.71666667,0
4807,74,7.77,210.0,20.0,29.8,3.73,33.0,-6.0,29.97777778,0
4808,74,44.25,0.0,0.0,30.03,6.21,25.0,12.0,25.0,0
4809,74,16.39,60.0,5.0,29.94,6.21,29.0,1.0,27.38888889,0
4810,74,8.54,210.0,13.0,29.8,3.73,34.0,-4.0,30.86666667,0
4811,74,40.29,290.0,7.0,30.06,6.21,21.0,7.0,21.0,0
4812,74,42.85,20.0,10.0,30.0,6.21,20.0,7.0,20.0,0
4813,74,32.72,310.0,7.0,30.0,6.21,21.0,4.0,21.0,0
4814,74,18.62,30.0,5.0,29.97,6.21,25.0,-0.5,25.0,0
4815,74,12.23,0.0,0.0,29.97,6.21,29.0,-3.0,27.29444444,0
4816,74,29.79,280.0,8.0,29.85,6.21,26.0,7.0,26.0,0
4817,74,20.29,220.0,18.0,29.77,3.73,29.0,4.0,27.46666667,0
4818,74,26.22,240.0,10.0,29.77,1.24,27.0,6.0,26.27777778,0
4819,74,40.0,300.0,11.0,29.83,6.21,20.0,6.0,20.0,0
4820,74,33.0,270.0,13.0,29.91,6.21,22.0,5.0,22.0,0
4821,74,17.94,220.0,13.0,29.88,6.21,25.0,-1.0,25.0,0
4822,74,25.67,240.0,8.0,29.85,6.21,25.0,4.0,25.0,0
4823,74,28.39,240.0,18.0,29.88,6.21,21.0,2.0,21.0,0
4824,74,34.8,270.0,16.0,29.94,6.21,20.0,4.0,20.0,0
4825,74,48.83,280.0,15.0,29.97,6.21,19.0,8.0,19.0,0
4826,74,43.42,300.0,4.0,29.94,6.21,22.0,9.0,22.0,0
4827,74,27.26,50.0,4.0,29.91,3.73,24.0,4.0,24.0,0
4828,74,17.38,290.0,4.0,29.8,6.21,28.0,1.0,26.68333333,0
4829,74,20.54,340.0,5.0,29.71,6.21,30.0,5.0,28.25555556,0
4830,74,53.29,320.0,10.0,29.77,6.21,23.0,13.0,23.0,0
4831,74,33.57,220.0,8.0,29.88,6.21,24.0,7.0,24.0,0
4832,74,33.57,270.0,8.0,29.94,6.21,24.0,7.0,24.0,0
4833,74,15.48,230.0,9.0,29.97,6.21,30.0,1.0,28.14444444,0
4834,74,35.37,300.0,11.0,30.09,6.21,22.0,6.0,22.0,0
4835,74,37.03,320.0,9.0,30.15,6.21,19.0,4.0,19.0,0
4836,74,32.43,310.0,8.0,30.09,6.21,20.0,3.0,20.0,0
4837,74,28.96,340.0,8.0,30.06,6.21,23.0,4.0,23.0,0
4838,74,18.42,20.0,7.0,29.97,6.21,27.0,1.0,26.04444444,0
4839,74,11.74,320.0,7.0,29.8,6.21,31.0,-2.0,28.8,0
4840,74,8.22,210.0,16.0,29.83,3.73,32.0,-6.0,29.24444444,0
4841,74,25.67,10.0,3.0,30.03,3.73,25.0,4.0,25.0,0
4842,74,24.19,350.0,6.0,29.97,6.21,26.0,4.0,26.0,0
4843,74,10.09,210.0,18.0,29.85,6.21,35.0,-1.0,31.93333333,0
4844,74,24.37,30.0,6.0,29.83,6.21,33.0,10.0,31.31111111,0
4845,74,14.02,330.0,3.0,29.8,3.73,33.0,2.0,30.65,0
4846,74,26.49,270.0,3.0,29.65,6.21,28.0,7.0,26.94444444,0
4847,74,30.77,290.0,6.0,29.77,6.21,22.0,4.0,22.0,0
4848,74,34.8,270.0,14.0,29.88,6.21,20.0,4.0,20.0,0
4849,74,25.67,270.0,7.0,29.97,6.21,25.0,4.0,25.0,0
4850,74,22.81,260.0,4.0,30.03,6.21,27.0,4.0,26.16666667,0
4851,74,20.29,20.0,6.0,29.91,6.21,29.0,4.0,27.46666667,0
4852,74,17.85,20.0,7.0,29.83,6.21,30.0,3.0,28.18333333,0
4853,74,7.92,100.0,3.0,29.8,6.21,34.0,-5.0,30.78888889,0
4854,74,7.8,240.0,8.0,29.85,6.21,37.0,-3.0,33.37222222,1
4855,74,40.14,330.0,4.0,29.83,2.49,30.0,15.0,29.70555556,0
4856,74,33.85,330.0,9.0,29.85,6.21,25.0,8.0,25.0,0
4857,74,29.51,10.0,11.0,29.83,6.21,25.0,6.0,25.0,0
4858,74,23.33,20.0,12.0,29.77,6.21,29.0,6.0,27.56111111,0
4859,74,30.07,40.0,10.0,29.83,6.21,27.0,8.0,26.42222222,0
4860,74,16.63,10.0,11.0,29.91,6.21,30.0,2.0,28.16111111,0
4861,74,21.76,350.0,5.0,29.91,6.21,29.0,5.0,27.51111111,0
4862,74,20.54,0.0,0.0,29.88,6.21,30.0,5.0,28.25555556,0
4863,74,15.05,300.0,14.0,29.74,6.21,33.0,3.0,30.68333333,0
4864,74,27.53,290.0,12.0,29.91,6.21,25.0,5.0,25.0,0
4865,74,31.05,280.0,12.0,29.91,6.21,23.0,5.0,23.0,0
4866,74,31.34,300.0,8.0,29.94,6.21,24.0,6.0,24.0,0
4867,74,24.46,360.0,7.0,29.94,6.21,27.0,5.0,26.22222222,0
4868,74,26.49,30.0,10.0,30.0,6.21,28.0,7.0,26.94444444,0
4869,74,19.4,30.0,12.0,30.0,6.21,31.0,5.0,29.05555556,0
4870,74,20.13,70.0,7.0,29.83,6.21,34.0,8.0,31.97222222,0
4871,74,15.7,250.0,22.0,29.77,3.73,31.0,2.0,28.95555556,0
4872,74,23.33,230.0,11.0,29.83,6.21,29.0,6.0,27.56111111,0
4873,74,34.13,270.0,8.0,29.94,6.21,26.0,9.0,26.0,0
4874,74,36.51,310.0,7.0,29.91,6.21,26.0,10.0,26.0,0
4875,74,30.35,360.0,8.0,29.88,6.21,28.0,9.0,27.11111111,0
4876,74,27.29,40.0,4.0,29.8,6.21,31.0,10.0,29.50555556,0
4877,74,8.87,170.0,11.0,29.65,3.73,36.0,-2.0,32.63888889,0
4878,74,32.73,320.0,8.0,29.94,6.21,29.0,11.0,28.04444444,0
4879,74,32.46,350.0,6.0,30.06,6.21,28.0,10.0,27.21666667,0
4880,74,28.9,20.0,9.0,29.97,6.21,30.0,10.0,28.67777778,0
4881,74,24.11,50.0,13.0,29.8,6.21,32.0,9.0,30.24444444,0
4882,74,19.04,280.0,3.0,29.71,6.21,35.0,8.0,32.93888889,0
